0e0711b8-3d19-45b6-b306-6f3d9f3dec67:1746116814706:72:S:CREATE TABLE Station (\n    STATIONID NUMBER PRIMARY KEY,\n    NAME VARCHAR2(100) NOT NULL,\n    BESCHREIBUNG VARCHAR2(200),\n    ORT VARCHAR2(50),\n    AKTIV CHAR(1) DEFAULT 'Y' CHECK (AKTIV IN ('Y', 'N'))\n);
cde5e865-4e6c-4e67-a2ce-7adc2638a2f7:1746116814975:59:S:INSERT INTO Station (STATIONID, NAME, BESCHREIBUNG, ORT, AKTIV) \nVALUES (1, 'Station 1', 'Laufbahn', 'Sportplatz Nord', 'Y');
e0d52590-9eff-4ac8-a0b0-6b2b2530c532:1746116815177:36:S:INSERT INTO Station (STATIONID, NAME, BESCHREIBUNG, ORT, AKTIV) \nVALUES (2, 'Station 2', 'Weitsprung', 'Sportplatz Ost', 'Y');
729c495e-9d2b-446d-bbda-66d3e1f54591:1746116815282:35:S:COMMIT;
e5d65841-6af1-4513-8a2c-5e7e9b5989e2:1746609100635:0:F:DECLARE\n  v_max_id NUMBER;\n  v_name VARCHAR2(50);\n  v_names SYS.ODCIVARCHAR2LIST := SYS.ODCIVARCHAR2LIST(\n    'LEW', 'Anna', 'Ina', 'HES', 'Sportlehrer', 'BOE', 'SEPE', 'GEM', 'BUN', 'LOR',\n    'MAR', 'STF', 'SAL', 'MUE', 'FES', 'HNK', 'SIG', 'SON', 'DRO', 'STR',\n    'WEL', 'LES', 'MEY', 'HAP', 'PAN'\n  );\nBEGIN\n  -- Höchste ID finden\n  SELECT NVL(MAX(BETREUERID), 1000) INTO v_max_id FROM BETREUER;\n  \n  -- Daten einfügen, wenn nicht vorhanden\n  FOR i IN 1..v_names.COUNT LOOP\n    v_name := v_names(i);\n    \n    -- Prüfen ob Name bereits existiert\n    IF NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = v_name) THEN\n      -- Neue ID und Name einfügen\n      v_max_id := v_max_id + 1;\n      \n      -- Debug-Ausgabe\n      DBMS_OUTPUT.PUT_LINE('Füge ein: ' || v_max_id || ' - ' || v_name);\n      \n      -- Einfügen\n      INSERT INTO BETREUER (BETREUERID, NAME) VALUES (v_max_id, v_name);\n    ELSE\n      DBMS_OUTPUT.PUT_LINE('Überspringe: ' || v_name || ' (bereits vorhanden)');\n    END IF;\n  END LOOP;\n  \n  -- Änderungen bestätigen\n  COMMIT;\nEND;\n/
a8844905-1d9a-44e5-9237-6fcfbf06938c:1746609101733:49:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2001, 'LEW' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'LEW');
303b7700-3d86-4613-8c99-b110ed5ab223:1746609102138:61:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2002, 'Anna' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'Anna');
482171e2-c8a4-4dae-8b04-0328ca3413f3:1746609102413:47:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2003, 'Ina' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'Ina');
fa5d6eb5-9db2-4746-ac9c-9ff7e2b63128:1746609102681:50:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2004, 'HES' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'HES');
7bf41a80-188c-4ebe-9060-39c073e5f54e:1746609102992:60:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2005, 'Sportlehrer' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'Sportlehrer');
b47a9448-966c-4b27-86a6-bc914124e45c:1746609103217:64:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2006, 'BOE' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'BOE');
aae781b0-c0f0-4d1a-912c-c927e087ffe2:1746609103567:111:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2007, 'SEPE' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'SEPE');
946146f2-40a0-4144-bc83-8234056381fb:1746609103842:144:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2008, 'GEM' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'GEM');
aaeb9387-d3bd-4c96-aade-b4fcb934d3f2:1746609104198:93:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2009, 'BUN' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'BUN');
b1b07d77-d892-45bc-9b62-c55fa9faf3a3:1746609104451:147:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2010, 'LOR' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'LOR');
1780fb13-17f6-40ba-9b7c-b12fe72f3944:1746609104789:115:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2011, 'MAR' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'MAR');
0af09a35-54e6-4c73-81b7-58d3ded10a89:1746609105199:83:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2012, 'STF' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'STF');
fdda0a73-9680-45f6-8f23-6f5108cc51df:1746609105437:83:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2013, 'SAL' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'SAL');
aa1c516a-421c-4d80-bbcc-72cbd38a9390:1746609105690:49:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2014, 'MUE' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'MUE');
6918edc4-339b-413e-b438-9fd34de0f47e:1746609105894:110:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2015, 'FES' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'FES');
6debe093-85d7-45bc-ac73-51457991fbcd:1746609106160:62:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2016, 'HNK' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'HNK');
32933308-eb7a-40be-aa5e-6096583026f9:1746609106363:54:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2017, 'SIG' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'SIG');
58ce7e2f-9826-4604-b3a0-853214a701db:1746609106565:83:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2018, 'SON' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'SON');
819e99d8-0af4-47cb-9319-8d8dbadae3c9:1746609106833:120:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2019, 'DRO' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'DRO');
7a853386-e7d2-4dca-b6b1-8b781559e8a9:1746609107124:123:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2020, 'STR' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'STR');
a8238a9d-316a-459d-bdee-b3f4b55d0c7c:1746609107427:144:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2021, 'WEL' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'WEL');
3d52e575-33ca-4a8a-944c-5f94a9be7f0d:1746609107749:127:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2022, 'LES' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'LES');
316cffb6-b360-4316-8e34-8d24e07c4c28:1746609108052:130:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2023, 'MEY' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'MEY');
ed7d8e5f-a286-4b18-aae5-f1ddfcc3365f:1746609108342:148:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2024, 'HAP' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'HAP');
47bb56c8-d1a4-41c6-82e3-5cb72fa64d83:1746609108673:124:S:INSERT INTO BETREUER (BETREUERID, NAME)\nSELECT 2025, 'PAN' FROM DUAL\nWHERE NOT EXISTS (SELECT 1 FROM BETREUER WHERE NAME = 'PAN');
ba34ea6d-42c7-4625-b130-0857c4f9dd09:1746609108908:101:S:COMMIT;
ab15aa04-9321-41ce-ad75-e4b2f066e3c7:1746609109127:86:S:SELECT * FROM BETREUER ORDER BY BETREUERID;
